---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
24.9% 1024M  600M    0 | 580  27.0     0    70M|   2  0.94     0     0     0 |   0     0 |   0     0     0    38M  155   776     0     0 
23.8% 1024M  591M    0 | 321  35.3     0    38M|   3  3.14     2  4.02     0 |   0     0 |   0     0     0    47M  191   661     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
68.4% 1024M  598M    0 |1037  20.0     0   127M|   9  3.15     7  3.68     0 |   0     0 |   0     0     0   121M  488   367     0     0 
62.3% 1024M  600M    0 | 882  17.4     0   108M|   9  2.83     6  3.59     0 |   0     0 |   0     0     0   106M  426   300     0     0 
27.1% 1024M  600M    0 | 356  41.9     0    42M|   2  2.95     1  4.65     0 |   0     0 |   0     0     0    41M  167   925     0     0 
29.2% 1024M  564M    0 | 329  36.7     0    39M|   6  2.31     4  3.13     0 |   0     0 |   0     0     0    75M  303   655     0     0 
59.1% 1024M  597M    0 |1207  17.1     0   149M|   6  2.69     5  3.01     0 |   0     0 |   0     0     0   116M  465   240     0     0 
66.6% 1024M  600M    0 | 923  17.6     0   113M|   7  3.06     5  3.78     0 |   0     0 |   0     0     0   111M  448   291     0     0 
59.3% 1024M  598M    0 | 769  17.9     0    93M|   9  3.01     7  3.55     0 |   0     0 |   0     0     0    94M  383   340     0     0 
30.8% 1024M  600M    0 | 450  37.1     0    54M|   3  2.67     2  3.45     0 |   0     0 |   0     0     0    53M  212   849     0     0 
25.9% 1024M  600M    0 | 390  39.4     0    47M|   3  1.81     3  3.43     0 |   0     0 |   0     0     0    47M  189   625     0     0 
28.3% 1025M  562M    0 | 380  40.0     0    45M|   8  2.66     7  2.88     0 |   0     0 |   0     0     0    84M  338   669     0     0 
27.9% 1025M  600M    0 | 654  25.3     0    80M|   4  1.98     1  3.80     0 |   0     0 |   0     0     0    42M  170   611     0     0 
26.1% 1025M  600M    0 | 361  38.6     0    43M|   5  2.94     3  4.09     0 |   0     0 |   0     0     0    42M  171   696     0     0 
39.9% 1025M  598M    0 | 633  31.4     0    77M|   3  2.59     2  3.30     0 |   0     0 |   0     0     0    81M  326   618     0     0 
22.2% 1025M  600M    0 | 351  33.3     0    42M|   2  1.06     0     0     0 |   0     0 |   0     0     0    38M  155   712     0     0 
36.8% 1025M  600M    0 | 630  32.0     0    77M|   4  2.86     3  3.39     0 |   0     0 |   0     0     0    77M  311   606     0     0 
20.2% 1025M  600M    0 | 354  35.6     0    42M|   2  0.96     0     0     0 |   0     0 |   0     0     0    41M  166   668     0     0 
32.2% 1025M  576M    0 | 449  43.2     0    52M|   6  2.56     4  3.29     0 |   0     0 |   0     0     0    77M  310   648     0     0 
31.3% 1025M  600M    0 | 544  24.1     0    67M|   6  2.99     5  3.35     0 |   0     0 |   0     0     0    43M  176   598     0     0 
26.2% 1025M  600M    0 | 423  33.2     0    51M|   3  1.99     1  3.56     0 |   0     0 |   0     0     0    51M  205   594     0     0 
38.4% 1025M  590M    0 | 571  35.8     0    69M|   6  2.94     5  3.31     0 |   0     0 |   0     0     0    80M  323   679     0     0 
24.0% 1025M  600M    0 | 442  31.4     0    53M|   9  2.37     8  3.00     0 |   0     0 |   0     0     0    42M  172   649     0     0 
28.9% 1025M  600M    0 | 511  35.0     0    62M|   3  1.72     1  3.41     0 |   0     0 |   0     0     0    62M  251   679     0     0 
30.8% 1025M  600M    0 | 442  24.9     0    53M|   7  3.18     6  3.50     0 |   0     0 |   0     0     0    52M  213   564     0     0 
35.3% 1025M  587M    0 | 479  43.7     0    58M|   3  2.12     1  4.20     0 |   0     0 |   0     0     0    71M  285   692     0     0 
28.3% 1025M  600M    0 | 472  29.8     0    57M|   4  3.01     3  3.56     0 |   0     0 |   0     0     0    44M  177   660     0     0 
41.6% 1025M  584M    0 | 568  31.1     0    69M|   9  3.03     7  3.62     0 |   0     0 |   0     0     0    85M  343   538     0     0 
23.3% 1025M  600M    0 | 489  26.9     0    59M|   3  1.93     1  3.88     0 |   0     0 |   0     0     0    44M  176   622     0     0 
23.5% 1025M  600M    0 | 378  36.5     0    45M|   4  2.77     3  3.25     0 |   0     0 |   0     0     0    45M  184   635     0     0 
40.8% 1025M  599M    0 | 648  32.2     0    79M|   5  2.55     3  3.53     0 |   0     0 |   0     0     0    80M  321   648     0     0 
28.5% 1025M  600M    0 | 380  31.6     0    45M|   5  3.35     4  3.84     0 |   0     0 |   0     0     0    45M  183   589     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
40.8% 1025M  581M    0 | 510  38.9     0    62M|   7  2.90     5  3.66     0 |   0     0 |   0     0     0    80M  323   646     0     0 
27.8% 1025M  600M    0 | 524  25.8     0    63M|   5  2.15     2  3.30     0 |   0     0 |   0     0     0    44M  179   652     0     0 
23.2% 1025M  599M    0 | 399  31.3     0    48M|   4  2.56     5  3.00     0 |   0     0 |   0     0     0    48M  194   635     0     0 
50.8% 1025M  579M    0 | 676  32.0     0    82M|   7  2.79     5  3.54     0 |   0     0 |   0     0     0   104M  419   528     0     0 
50.5% 1025M  600M    0 | 686  18.0     0    84M|   5  3.68     4  4.31     0 |   0     0 |   0     0     0    62M  250   237     0     0 
56.6% 1025M  562M    0 | 345  42.9     0    41M|   6  2.74     4  3.54     0 |   0     0 |   0     0     0    79M  320   757     0     0 
40.9% 1025M  600M    0 | 725  26.0     0    88M|   8  3.10     6  3.76     0 |   0     0 |   0     0     0    50M  204   509     0     0 
26.5% 1026M  600M    0 | 450  32.0     0    54M|   3  2.67     2  3.54     0 |   0     0 |   0     0     0    54M  218   531     0     0 
37.7% 1026M  593M    0 | 610  31.4     0    74M|  10  2.83     8  3.25     0 |   0     0 |   0     0     0    81M  327   646     0     0 
30.5% 1026M  597M    0 | 445  35.7     0    54M|   2  2.76     1  4.30     0 |   0     0 |   0     0     0    49M  200   624     0     0 
24.9% 1026M  600M    0 | 379  31.6     0    45M|   7  2.62     4  3.67     0 |   0     0 |   0     0     0    43M  175   616     0     0 
42.5% 1026M  598M    0 | 679  29.3     0    83M|   9  2.80     7  3.22     0 |   0     0 |   0     0     0    84M  338   623     0     0 
25.0% 1026M  600M    0 | 374  31.8     0    45M|   2  2.64     1  4.10     0 |   0     0 |   0     0     0    44M  176   658     0     0 
24.0% 1026M  600M    0 | 436  43.2     0    52M|   3  1.90     1  3.48     0 |   0     0 |   0     0     0    52M  211   632     0     0 
37.2% 1026M  588M    0 | 544  31.3     0    66M|   6  3.13     7  3.54     0 |   0     0 |   0     0     0    78M  315   678     0     0 
55.2% 1026M  600M    0 | 817  16.0     0   100M|   4  2.50     2  3.37     0 |   0     0 |   0     0     0    89M  357   207     0     0 
30.7% 1026M  566M    0 | 379  49.4     0    45M|   8  3.21     6  3.95     0 |   0     0 |   0     0     0    79M  318   742     0     0 
30.3% 1026M  600M    0 | 607  23.3     0    74M|   4  2.96     3  3.53     0 |   0     0 |   0     0     0    40M  163   686     0     0 
34.6% 1026M  587M    0 | 572  30.7     0    69M|   7  2.79     5  3.58     0 |   0     0 |   0     0     0    82M  330   521     0     0 
22.8% 1026M  600M    0 | 430  33.4     0    52M|   3  2.85     2  3.60     0 |   0     0 |   0     0     0    40M  160   781     0     0 
32.9% 1026M  584M    0 | 449  36.6     0    54M|   6  2.80     4  3.69     0 |   0     0 |   0     0     0    70M  281   640     0     0 
28.8% 1026M  600M    0 | 504  32.7     0    61M|   5  2.34     2  3.72     0 |   0     0 |   0     0     0    45M  182   623     0     0 
63.7% 1026M  600M    0 |1043  15.2     0   128M|  11  3.02    10  3.20     0 |   0     0 |   0     0     0   128M  518   326     0     0 
25.9% 1026M  600M    0 | 392  39.1     0    47M|   4  2.19     2  3.41     0 |   0     0 |   0     0     0    47M  190   802     0     0 
19.6% 1026M  600M    0 | 375  31.7     0    45M|   4  2.27     3  2.62     0 |   0     0 |   0     0     0    45M  183   608     0     0 
31.6% 1026M  560M    0 | 374  55.9     0    45M|   9  2.75     7  3.21     0 |   0     0 |   0     0     0    84M  340   645     0     0 
79.7% 1026M  599M    0 |1219  13.0     0   150M|   9  3.38     9  3.92     0 |   0     0 |   0     0     0   111M  449   283     0     0 
31.4% 1026M  600M    0 | 410  23.2     0    49M|   6  3.15     5  3.52     0 |   0     0 |   0     0     0    48M  195   339     0     0 
41.6% 1026M  569M    0 | 520  43.0     0    62M|   8  2.91     6  3.55     0 |   0     0 |   0     0     0    92M  372   689     0     0 
47.0% 1026M  593M    0 | 893  17.7     0   110M|   3  2.66     2  3.54     0 |   0     0 |   0     0     0    87M  350   375     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
38.3% 1026M  598M    0 | 619  17.4     0    75M|   3  1.76     1  3.05     0 |   0     0 |   0     0     0    70M  284   311     0     0 
32.6% 1026M  582M    0 | 430  48.9     0    52M|   9  2.69     6  3.37     0 |   0     0 |   0     0     0    68M  275   720     0     0 
41.3% 1026M  592M    0 | 658  16.3     0    80M|   6  3.07     5  3.46     0 |   0     0 |   0     0     0    69M  279   375     0     0 
34.8% 1026M  600M    0 | 628  31.7     0    76M|   5  2.60     3  3.61     0 |   0     0 |   0     0     0    69M  277   703     0     0 
28.8% 1026M  577M    0 | 392  43.7     0    47M|   2  2.44     1  3.67     0 |   0     0 |   0     0     0    64M  270   635     0     0 
42.6% 1026M  580M    0 | 750  21.1     0    92M|   7  2.37     5  2.94     0 |   0     0 |   0     0     0    94M  368   415     0     0 
34.3% 1026M  582M    0 | 606  26.3     0    74M|   5  2.19     3  2.96     0 |   0     0 |   0     0     0    72M  290   520     0     0 
35.0% 1026M  592M    0 | 589  26.9     0    72M|   3  2.75     4  3.23     0 |   0     0 |   0     0     0    61M  247   550     0     0 
27.5% 1026M  600M    0 | 453  31.9     0    54M|   6  3.04     4  4.10     0 |   0     0 |   0     0     0    48M  193   595     0     0 
55.7% 1026M  600M    0 | 866  19.7     0   106M|   5  3.45     4  3.95     0 |   0     0 |   0     0     0   106M  427   392     0     0 
20.9% 1026M  595M    0 | 318  37.6     0    38M|   3  1.99     1  3.73     0 |   0     0 |   0     0     0    42M  172   804     0     0 
28.9% 1026M  566M    0 | 421  47.6     0    52M|   8  2.19     5  2.85     0 |   0     0 |   0     0     0    81M  326   633     0     0 
28.1% 1026M  600M    0 | 637  22.3     0    76M|   2  2.67     1  4.06     0 |   0     0 |   0     0     0    42M  171   588     0     0 
49.0% 1026M  600M    0 | 696  22.0     0    85M|  10  2.92     8  3.37     0 |   0     0 |   0     0     0    85M  343   340     0     0 
28.7% 1026M  584M    0 | 396  38.8     0    47M|   1  1.45     0     0     0 |   0     0 |   0     0     0    64M  256   728     0     0 
35.4% 1026M  600M    0 | 650  27.5     0    79M|   3  2.14     1  4.16     0 |   0     0 |   0     0     0    63M  255   618     0     0 
37.5% 1026M  562M    0 | 517  32.2     0    62M|   8  2.75     6  3.39     0 |   0     0 |   0     0     0   100M  402   443     0     0 
27.2% 1026M  600M    0 | 672  22.5     0    82M|   4  2.44     3  2.87     0 |   0     0 |   0     0     0    44M  182   676     0     0 
32.8% 1026M  600M    0 | 512  25.5     0    62M|   3  1.98     1  3.66     0 |   0     0 |   0     0     0    61M  248   479     0     0 
40.5% 1026M  574M    0 | 483  40.4     0    58M|   7  3.28     6  3.67     0 |   0     0 |   0     0     0    84M  338   627     0     0 
49.2% 1026M  600M    0 | 839  18.2     0   103M|   5  2.62     5  3.34     0 |   0     0 |   0     0     0    77M  312   352     0     0 
25.1% 1026M  596M    0 | 357  45.8     0    42M|   6  2.69     3  3.92     0 |   0     0 |   0     0     0    46M  185   770     0     0 
26.3% 1026M  600M    0 | 439  36.5     0    53M|   3  2.63     2  3.45     0 |   0     0 |   0     0     0    50M  203   644     0     0 
31.9% 1026M  600M    0 | 543  26.7     0    66M|   6  2.84     4  3.62     0 |   0     0 |   0     0     0    65M  264   683     0     0 
52.5% 1026M  600M    0 | 730  18.6     0    89M|   5  3.31     4  3.80     0 |   0     0 |   0     0     0    89M  361   324     0     0 
25.3% 1026M  600M    0 | 382  37.3     0    46M|   3  1.95     1  3.81     0 |   0     0 |   0     0     0    46M  184   810     0     0 
31.9% 1026M  600M    0 | 496  38.8     0    60M|   5  2.77     3  3.84     0 |   0     0 |   0     0     0    60M  241   640     0     0 
49.2% 1026M  579M    0 | 745  24.0     0    91M|   8  3.18     7  3.48     0 |   0     0 |   0     0     0   112M  453   451     0     0 
41.7% 1026M  600M    0 | 770  14.5     0    94M|   4  2.03     2  3.17     0 |   0     0 |   0     0     0    73M  294   275     0     0 
27.0% 1026M  600M    0 | 396  45.2     0    47M|   4  3.03     3  3.56     0 |   0     0 |   0     0     0    48M  192   826     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
39.9% 1026M  600M    0 | 608  29.3     0    74M|   4  2.33     2  3.61     0 |   0     0 |   0     0     0    74M  300   671     0     0 
48.9% 1026M  600M    0 | 727  21.3     0    89M|   9  3.06     8  3.72     0 |   0     0 |   0     0     0    88M  357   325     0     0 
25.0% 1026M  594M    0 | 344  48.1     0    41M|   3  3.01     2  4.00     0 |   0     0 |   0     0     0    46M  185   822     0     0 
41.4% 1026M  600M    0 | 728  20.9     0    89M|   6  2.56     4  3.39     0 |   0     0 |   0     0     0    83M  336   453     0     0 
20.4% 1026M  600M    0 | 356  45.3     0    42M|   3  2.27     2  2.89     0 |   0     0 |   0     0     0    43M  175   820     0     0 
38.7% 1026M  600M    0 | 596  25.3     0    72M|   4  2.36     2  3.50     0 |   0     0 |   0     0     0    72M  289   574     0     0 
26.3% 1026M  600M    0 | 413  37.6     0    49M|   6  2.34     4  3.03     0 |   0     0 |   0     0     0    49M  200   583     0     0 
75.8% 1026M  595M    0 |1162  15.5     0   142M|   6  3.29     5  3.70     0 |   0     0 |   0     0     0   147M  595   316     0     0 
31.4% 1027M  586M    0 | 345  30.9     0    42M|   3  1.90     1  3.52     0 |   0     0 |   0     0     0    50M  201   565     0     0 
32.5% 1027M  600M    0 | 670  30.9     0    82M|   5  2.58     4  2.91     0 |   0     0 |   0     0     0    69M  277   700     0     0 
42.0% 1027M  590M    0 | 634  25.8     0    77M|   9  3.08     7  3.66     0 |   0     0 |   0     0     0    86M  348   469     0     0 
31.1% 1027M  600M    0 | 425  31.6     0    51M|   5  2.30     2  3.54     0 |   0     0 |   0     0     0    42M  169   688     0     0 
28.9% 1027M  590M    0 | 362  33.8     0    43M|   3  2.92     2  3.76     0 |   0     0 |   0     0     0    53M  220   636     0     0 
41.1% 1027M  600M    0 | 638  31.6     0    78M|   6  3.02     4  3.87     0 |   0     0 |   0     0     0    67M  268   637     0     0 
24.2% 1027M  600M    0 | 386  31.5     0    46M|   2  2.33     3  3.29     0 |   0     0 |   0     0     0    46M  185   573     0     0 
35.2% 1027M  571M    0 | 493  43.8     0    59M|   3  1.88     1  3.56     0 |   0     0 |   0     0     0    89M  358   624     0     0 
33.5% 1027M  600M    0 | 622  23.4     0    76M|   4  2.42     2  3.63     0 |   0     0 |   0     0     0    47M  190   609     0     0 
32.3% 1027M  582M    0 | 423  40.8     0    51M|   2  2.63     1  4.01     0 |   0     0 |   0     0     0    68M  275   507     0     0 
87.8% 1027M  598M    0 |1223  12.4     0   151M|  12  3.32    10  3.73     0 |   0     0 |   0     0     0   134M  541   322     0     0 
36.1% 1027M  574M    0 | 348  47.4     0    41M|   4  2.79     3  3.44     0 |   0     0 |   0     0     0    66M  265   687     0     0 
