---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
34.0%  951M  588M    0 | 453  34.3     0    55M|   2  2.99     1  4.78     0 |   0     0 |   0     0     0    60M  243   681     0     0 
31.5%  951M  589M    0 | 472  31.6     0    57M|   7  2.76     5  3.42     0 |   0     0 |   0     0     0    56M  228   671     0     0 
24.6%  951M  599M    0 | 473  39.7     0    57M|   7  2.12     4  2.83     0 |   0     0 |   0     0     0    46M  187   688     0     0 
30.1%  952M  593M    0 | 437  35.2     0    53M|   5  2.91     4  3.37     0 |   0     0 |   0     0     0    59M  239   706     0     0 
32.5%  952M  588M    0 | 445  34.8     0    53M|   4  2.67     4  3.57     0 |   0     0 |   0     0     0    58M  234   653     0     0 
28.6%  952M  598M    0 | 447  34.0     0    54M|   7  3.20     6  3.54     0 |   0     0 |   0     0     0    44M  179   719     0     0 
33.8%  952M  586M    0 | 432  35.6     0    52M|   6  3.11     4  4.12     0 |   0     0 |   0     0     0    63M  256   697     0     0 
28.4%  953M  600M    0 | 474  36.9     0    57M|   4  2.31     2  3.82     0 |   0     0 |   0     0     0    44M  177   648     0     0 
25.4%  953M  600M    0 | 471  30.2     0    57M|   4  2.71     3  3.23     0 |   0     0 |   0     0     0    57M  231   663     0     0 
30.5%  953M  600M    0 | 451  39.0     0    54M|   5  2.90     3  4.10     0 |   0     0 |   0     0     0    54M  220   710     0     0 
31.3%  953M  586M    0 | 388  34.6     0    46M|   8  3.45     7  3.79     0 |   0     0 |   0     0     0    61M  243   707     0     0 
34.4%  953M  600M    0 | 560  33.4     0    68M|   5  2.68     3  3.76     0 |   0     0 |   0     0     0    54M  222   640     0     0 
29.4%  953M  591M    0 | 406  35.4     0    49M|   3  1.94     1  3.93     0 |   0     0 |   0     0     0    57M  231   669     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
24.0%  953M  600M    0 | 458  38.6     0    55M|   5  2.21     3  2.87     0 |   0     0 |   0     0     0    47M  190   710     0     0 
29.1%  953M  593M    0 | 425  35.0     0    51M|   4  2.41     2  3.79     0 |   0     0 |   0     0     0    58M  232   691     0     0 
34.8%  954M  593M    0 | 478  33.9     0    58M|   8  3.49     7  3.82     0 |   0     0 |   0     0     0    57M  233   672     0     0 
30.0%  954M  600M    0 | 444  35.6     0    53M|   3  1.92     3  3.41     0 |   0     0 |   0     0     0    47M  188   652     0     0 
33.8%  954M  600M    0 | 478  33.9     0    58M|   5  2.88     3  3.97     0 |   0     0 |   0     0     0    57M  232   717     0     0 
28.2%  954M  588M    0 | 396  34.7     0    47M|   4  2.79     3  3.37     0 |   0     0 |   0     0     0    60M  241   664     0     0 
26.8%  955M  600M    0 | 497  35.3     0    60M|   3  1.95     1  3.27     0 |   0     0 |   0     0     0    48M  194   646     0     0 
42.3%  959M  590M    0 | 409  41.9     0    48M|   9  3.63     8  3.92     0 |   0     0 |   0     0     0    58M  235   735     0     0 
37.7%  960M  588M    0 | 450  31.8     0    55M|   5  2.76     3  3.75     0 |   0     0 |   0     0     0    57M  230   672     0     0 
37.2%  960M  587M    0 | 473  34.3     0    57M|   5  2.51     2  4.01     0 |   0     0 |   0     0     0    58M  233   655     0     0 
33.0%  960M  592M    0 | 432  39.9     0    51M|   4  3.53     3  4.27     0 |   0     0 |   0     0     0    46M  187   703     0     0 
41.4%  961M  596M    0 | 506  31.5     0    62M|   7  2.70     5  3.37     0 |   0     0 |   0     0     0    58M  237   696     0     0 
34.5%  961M  593M    0 | 445  35.7     0    54M|   7  3.52     6  3.91     0 |   0     0 |   0     0     0    56M  228   659     0     0 
34.2%  961M  600M    0 | 447  32.0     0    54M|   4  2.63     2  4.03     0 |   0     0 |   0     0     0    48M  193   655     0     0 
40.6%  961M  599M    0 | 485  36.1     0    58M|   4  2.66     2  4.05     0 |   0     0 |   0     0     0    58M  235   686     0     0 
42.5%  961M  596M    0 | 445  35.7     0    54M|   5  3.57     6  3.90     0 |   0     0 |   0     0     0    58M  234   664     0     0 
40.5%  962M  591M    0 | 446  35.7     0    53M|   7  3.16     5  4.01     0 |   0     0 |   0     0     0    57M  233   639     0     0 
26.8%  962M  598M    0 | 441  36.0     0    53M|   5  2.75     4  3.12     0 |   0     0 |   0     0     0    47M  191   738     0     0 
31.9%  962M  597M    0 | 446  35.7     0    54M|   3  2.04     1  3.80     0 |   0     0 |   0     0     0    55M  221   712     0     0 
37.6%  962M  595M    0 | 461  34.7     0    55M|   5  2.29     2  3.80     0 |   0     0 |   0     0     0    57M  232   681     0     0 
34.4%  962M  600M    0 | 427  32.9     0    51M|   5  3.33     4  3.90     0 |   0     0 |   0     0     0    47M  191   667     0     0 
36.4%  962M  596M    0 | 472  37.6     0    57M|   6  2.66     4  3.49     0 |   0     0 |   0     0     0    60M  241   672     0     0 
31.0%  962M  587M    0 | 409  32.1     0    49M|   6  3.07     5  3.50     0 |   0     0 |   0     0     0    57M  232   700     0     0 
26.3%  962M  600M    0 | 526  34.9     0    64M|   3  1.67     1  3.33     0 |   0     0 |   0     0     0    53M  214   653     0     0 
28.8%  962M  600M    0 | 411  35.6     0    48M|   4  2.43     2  3.85     0 |   0     0 |   0     0     0    48M  196   680     0     0 
31.4%  962M  593M    0 | 453  38.9     0    55M|   3  3.16     2  4.13     0 |   0     0 |   0     0     0    59M  238   688     0     0 
30.8%  962M  598M    0 | 442  32.3     0    53M|   7  2.94     5  3.73     0 |   0     0 |   0     0     0    50M  203   714     0     0 
34.2%  962M  590M    0 | 449  35.6     0    54M|   8  3.17     7  3.49     0 |   0     0 |   0     0     0    62M  252   649     0     0 
29.6%  962M  600M    0 | 475  35.2     0    57M|   4  2.24     4  3.31     0 |   0     0 |   0     0     0    48M  194   728     0     0 
22.7%  962M  596M    0 | 356  46.5     0    42M|   4  2.30     2  3.62     0 |   0     0 |   0     0     0    46M  185   791     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
20.7%  962M  600M    0 | 320  40.4     0    38M|   5  2.74     3  3.61     0 |   0     0 |   0     0     0    35M  141   856     0     0 
30.6%  962M  600M    0 | 453  38.8     0    54M|   6  3.02     4  3.92     0 |   0     0 |   0     0     0    54M  220   819     0     0 
31.6%  962M  600M    0 | 475  34.2     0    57M|   6  3.52     5  3.97     0 |   0     0 |   0     0     0    57M  233   648     0     0 
24.7%  962M  600M    0 | 401  38.5     0    48M|   3  2.03     1  3.82     0 |   0     0 |   0     0     0    47M  191   715     0     0 
26.3%  962M  597M    0 | 458  38.1     0    55M|   6  2.72     4  3.58     0 |   0     0 |   0     0     0    58M  236   701     0     0 
31.7%  962M  597M    0 | 480  33.1     0    58M|   5  3.14     4  3.62     0 |   0     0 |   0     0     0    57M  232   685     0     0 
27.2%  962M  600M    0 | 408  38.1     0    49M|   5  2.60     3  3.64     0 |   0     0 |   0     0     0    47M  189   670     0     0 
32.9%  962M  599M    0 | 483  33.7     0    58M|   5  3.15     4  3.62     0 |   0     0 |   0     0     0    60M  241   666     0     0 
32.4%  962M  592M    0 | 446  35.7     0    54M|   3  2.12     1  4.08     0 |   0     0 |   0     0     0    60M  243   691     0     0 
28.5%  962M  593M    0 | 456  32.2     0    55M|   7  2.65     5  3.41     0 |   0     0 |   0     0     0    53M  217   631     0     0 
27.0%  962M  600M    0 | 476  34.1     0    57M|   6  2.57     6  2.94     0 |   0     0 |   0     0     0    51M  208   714     0     0 
33.7%  963M  600M    0 | 465  34.6     0    56M|   7  2.81     5  3.54     0 |   0     0 |   0     0     0    56M  226   665     0     0 
32.1%  963M  600M    0 | 470  34.4     0    57M|   3  2.02     1  3.81     0 |   0     0 |   0     0     0    57M  229   659     0     0 
32.0%  963M  600M    0 | 436  36.0     0    52M|   3  3.13     2  4.08     0 |   0     0 |   0     0     0    52M  210   697     0     0 
28.8%  963M  600M    0 | 416  37.9     0    50M|   6  2.86     4  3.83     0 |   0     0 |   0     0     0    51M  205   678     0     0 
27.8%  963M  600M    0 | 494  33.2     0    60M|   6  2.70     5  3.07     0 |   0     0 |   0     0     0    60M  241   671     0     0 
28.8%  963M  600M    0 | 457  34.0     0    55M|   6  2.53     4  3.24     0 |   0     0 |   0     0     0    55M  221   677     0     0 
31.9%  963M  600M    0 | 474  34.2     0    57M|   3  3.00     2  3.96     0 |   0     0 |   0     0     0    57M  232   680     0     0 
35.1%  963M  589M    0 | 441  36.1     0    53M|   8  3.13     6  3.76     0 |   0     0 |   0     0     0    63M  255   655     0     0 
26.9%  963M  600M    0 | 462  32.7     0    56M|   4  2.14     2  3.34     0 |   0     0 |   0     0     0    46M  185   646     0     0 
27.3%  963M  594M    0 | 429  40.4     0    50M|   7  2.90     5  3.48     0 |   0     0 |   0     0     0    57M  230   703     0     0 
27.6%  963M  600M    0 | 482  31.8     0    60M|   5  2.46     5  3.21     0 |   0     0 |   0     0     0    53M  213   675     0     0 
32.0%  963M  597M    0 | 449  34.3     0    54M|   3  3.04     2  3.91     0 |   0     0 |   0     0     0    56M  228   652     0     0 
31.3%  963M  595M    0 | 438  38.7     0    53M|   5  2.77     3  3.86     0 |   0     0 |   0     0     0    56M  225   686     0     0 
31.2%  963M  595M    0 | 455  34.4     0    55M|   7  2.84     5  3.53     0 |   0     0 |   0     0     0    55M  222   693     0     0 
28.8%  963M  598M    0 | 451  35.9     0    54M|   5  2.98     4  3.31     0 |   0     0 |   0     0     0    50M  205   695     0     0 
33.1%  963M  594M    0 | 446  33.8     0    54M|   3  1.88     1  3.77     0 |   0     0 |   0     0     0    58M  235   677     0     0 
28.1%  963M  596M    0 | 465  32.9     0    56M|   4  3.19     3  3.92     0 |   0     0 |   0     0     0    54M  216   661     0     0 
32.4%  964M  597M    0 | 426  37.7     0    51M|   5  2.65     3  3.66     0 |   0     0 |   0     0     0    51M  207   711     0     0 
33.5%  964M  592M    0 | 446  38.6     0    55M|   6  2.80     4  3.68     0 |   0     0 |   0     0     0    59M  239   661     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
35.5%  964M  593M    0 | 465  33.4     0    54M|   6  3.01     4  3.78     0 |   0     0 |   0     0     0    55M  222   691     0     0 
31.9%  964M  600M    0 | 448  30.0     0    54M|   4  2.72     2  4.34     0 |   0     0 |   0     0     0    47M  190   643     0     0 
33.7%  964M  600M    0 | 465  37.1     0    56M|   2  2.33     1  3.59     0 |   0     0 |   0     0     0    56M  227   708     0     0 
42.0%  964M  588M    0 | 418  41.8     0    50M|   7  2.97     5  3.70     0 |   0     0 |   0     0     0    61M  248   682     0     0 
41.7%  964M  588M    0 | 478  27.2     0    58M|   7  2.83     7  3.53     0 |   0     0 |   0     0     0    58M  235   649     0     0 
37.8%  964M  600M    0 | 468  36.1     0    56M|   6  3.26     5  3.65     0 |   0     0 |   0     0     0    44M  180   677     0     0 
39.2%  964M  597M    0 | 479  37.2     0    58M|   4  2.49     2  3.95     0 |   0     0 |   0     0     0    60M  243   722     0     0 
33.3%  964M  592M    0 | 443  35.4     0    53M|   5  2.83     4  3.31     0 |   0     0 |   0     0     0    58M  235   672     0     0 
28.7%  964M  600M    0 | 460  30.2     0    55M|   6  2.52     4  3.20     0 |   0     0 |   0     0     0    48M  196   634     0     0 
31.2%  965M  590M    0 | 371  43.2     0    44M|   6  2.64     4  3.40     0 |   0     0 |   0     0     0    54M  218   751     0     0 
32.9%  965M  600M    0 | 480  37.3     0    58M|   5  3.32     3  4.43     0 |   0     0 |   0     0     0    48M  194   711     0     0 
39.1%  965M  587M    0 | 452  30.7     0    54M|   4  2.64     2  4.35     0 |   0     0 |   0     0     0    68M  273   646     0     0 
29.6%  965M  600M    0 | 486  35.7     0    59M|   7  3.25     6  3.58     0 |   0     0 |   0     0     0    46M  185   661     0     0 
29.4%  965M  595M    0 | 450  36.5     0    54M|   6  2.55     4  3.26     0 |   0     0 |   0     0     0    59M  238   710     0     0 
24.5%  965M  600M    0 | 421  34.3     0    50M|   4  2.50     2  3.98     0 |   0     0 |   0     0     0    46M  187   690     0     0 
33.6%  965M  600M    0 | 483  32.5     0    58M|   3  2.89     4  3.70     0 |   0     0 |   0     0     0    58M  236   667     0     0 
30.7%  965M  590M    0 | 379  36.2     0    45M|   4  2.67     2  4.18     0 |   0     0 |   0     0     0    55M  223   702     0     0 
32.2%  965M  600M    0 | 488  38.5     0    59M|   5  3.10     4  3.61     0 |   0     0 |   0     0     0    49M  199   709     0     0 
28.2%  965M  600M    0 | 468  34.4     0    56M|   7  2.48     5  3.09     0 |   0     0 |   0     0     0    56M  227   678     0     0 
30.0%  965M  592M    0 | 487  33.4     0    59M|   5  2.20     3  3.00     0 |   0     0 |   0     0     0    66M  267   612     0     0 
26.5%  966M  600M    0 | 463  35.3     0    56M|   4  2.42     2  3.48     0 |   0     0 |   0     0     0    48M  196   701     0     0 
29.4%  966M  594M    0 | 375  43.5     0    45M|   4  2.73     2  4.43     0 |   0     0 |   0     0     0    51M  206   732     0     0 
28.8%  966M  600M    0 | 447  33.3     0    54M|   5  3.28     4  3.80     0 |   0     0 |   0     0     0    48M  193   736     0     0 
31.8%  966M  600M    0 | 474  34.2     0    57M|   6  2.89     4  3.78     0 |   0     0 |   0     0     0    58M  233   632     0     0 
26.1%  966M  586M    0 | 375  36.8     0    45M|   8  2.38     6  2.85     0 |   0     0 |   0     0     0    58M  235   723     0     0 
29.0%  966M  593M    0 | 507  35.0     0    61M|   2  2.51     1  3.97     0 |   0     0 |   0     0     0    54M  217   682     0     0 
29.5%  966M  588M    0 | 390  43.4     0    47M|   7  2.91     5  3.70     0 |   0     0 |   0     0     0    51M  208   695     0     0 
33.2%  967M  592M    0 | 505  31.4     0    61M|   6  3.51     7  3.83     0 |   0     0 |   0     0     0    58M  235   656     0     0 
28.7%  967M  600M    0 | 460  31.4     0    55M|   7  2.79     5  3.41     0 |   0     0 |   0     0     0    47M  191   719     0     0 
28.2%  967M  600M    0 | 464  34.6     0    56M|   4  2.44     2  3.95     0 |   0     0 |   0     0     0    56M  226   651     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
27.3%  967M  600M    0 | 451  33.8     0    54M|   3  2.31     1  3.95     0 |   0     0 |   0     0     0    55M  221   666     0     0 
30.2%  967M  591M    0 | 433  41.5     0    52M|   9  2.84     7  3.40     0 |   0     0 |   0     0     0    61M  247   701     0     0 
29.2%  967M  592M    0 | 455  30.1     0    55M|   2  2.87     1  4.25     0 |   0     0 |   0     0     0    52M  214   682     0     0 
31.7%  967M  600M    0 | 483  37.1     0    58M|   7  2.94     5  3.63     0 |   0     0 |   0     0     0    52M  206   667     0     0 
28.6%  968M  593M    0 | 408  34.1     0    49M|   4  2.46     2  4.05     0 |   0     0 |   0     0     0    55M  223   716     0     0 
25.6%  968M  600M    0 | 470  37.7     0    57M|   2  2.09     1  2.98     0 |   0     0 |   0     0     0    51M  206   708     0     0 
